Id,IDRECIPE,STEP,DESCRIPTION,CREATED,CREATED_BY,UPDATED,UPDATED_BY
390,114,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Zumo naranja exprimido</li><li>½ de las cortezas de la naranja</li><li>Vino tinto</li><li>Vino oporto</li><li>Canela en rama</li><li>Clavos</li><li>Vaina Vainilla → Abierta por la mitada en vertical</li><li>Azucar</li></ul><p>⇒ A ebullición ⇒ Fuego bajo 15' ⇒ +:</p><ul><li>Peras</li></ul><p>⇒ Cocer 10' fuego medio ⇒ &nbsp;Dejar enfriar con peras sumergidas ⇒ Frigorífico <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/frigorifiico_48.png"" alt=""Frigorifico""></p></div>",2023-05-29T11:35:47,JORTRI,2023-05-29T11:37:22,JORTRI
405,118,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol paso 2 +:</figcaption>
</figure></div><ul><li>Sal</li><li>Resto harina poco a poco</li></ul><p>⇒ Ir mezclando<img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/varillas_mano_48.png"" alt=""Varillas mano""></p><blockquote><p>Aunque llega el momento en que por la espesez debes seguir mezclando con cuchara aunque cueste más.</p></blockquote><p>⇒Al poyete con harina en la base ⇒Amasar 2' con la mano</p><blockquote><p><mark class=""marker-yellow"">Untarse las manos con aceite evita se pegue la masa a la mano.</mark></p></blockquote><p>⇒ Tapar paño ⇒ Reposar 45'&nbsp;</p><blockquote><p><mark class=""marker-yellow"">La verdad, cuanto más tiempo reposa, mejor sale el pan luego.</mark></p></blockquote><p>⇒ Reamasar un poco para quitar aire</p></div>",2023-05-29T12:17:20,JORTRI,2023-05-29T12:17:20,JORTRI
406,118,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/bandeja_horno_48.png"" alt=""Bandeja horno"" title=""Bandeja horno"">
 <figcaption>Rustidera con barras (se hace mejor por abajo)</figcaption>
</figure></div><ul><li>Con papel vegetal con algo de harina espolvoreada</li><li>Masa paso 3 separada en 2 y con forma de barras (como mejor se hará):<ul><li>Cortes con cuchillo para marcas superiores</li><li>Algo de harina espolvoreado encima</li></ul></li><li>Tapar con bandeja cristal honda <mark class=""pen-red""><strong>(Tapar evita que la humedad se escape)</strong></mark></li></ul><p>⇒ 200º<u> poniéndose desde frio</u></p><ul><li>30' con la bandeja tapado</li><li>25' destapado</li></ul></div>",2023-05-29T12:21:55,JORTRI,2023-05-29T12:21:55,JORTRI
408,119,2,"<div class=""ck-content""><p><strong><u>SALSA CERVEZA NEGRA</u></strong></p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Cebolletas juliana</li></ul><p>⇒ Dorar ⇒ +:</p><ul><li>Cerveza</li><li>Miel</li><li>Sazonar</li></ul><p>⇒ Reducir fuego bajo</p></div>",2023-05-29T12:28:24,JORTRI,2023-05-29T12:30:26,JORTRI
409,119,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Tournedo (o secreto) → salpimentado</li></ul><p>⇒ Hacer al gusto ⇒ +:</p><ul><li>Salsa reducida paso 2</li></ul></div>",2023-05-29T12:30:00,JORTRI,2023-05-29T12:30:00,JORTRI
412,122,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén grande</figcaption>
</figure></div><ul><li>Aceite</li><li>Carne a tiras</li></ul><p>⇒ Hacer ⇒ Reservar</p></div>",2023-05-29T12:42:05,JORTRI,2023-05-29T12:42:05,JORTRI
415,122,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Misma sartén</figcaption>
</figure></div><ul><li>Huevos batidos</li></ul><p>⇒ Fuego fuerte - 1' (queda a trocillos) ⇒ Reservar</p></div>",2023-05-29T12:43:59,JORTRI,2023-05-29T12:43:59,JORTRI
428,126,5,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén grande</figcaption>
</figure></div><ul><li>Carne desmigada</li><li>Caldo converido en salsa (hasta casi cubrir)</li><li>Cebolla (la que es de la olla express si no se utilizo para salsa barbacoa, o incluso si se prefiere no la utilizas y la guardas para otra cosa)</li></ul><p>⇒ Fuego medio 5' ⇒ Evaporar caldo ⇒ +:</p><ul><li>Salsa barbacoa del paso 3</li></ul><p>⇒ Mezclar 5' ⇒ Listo</p><blockquote><p>Se puede comer sola o en un bocadillo/sandwich.</p><p>Un ejemplo de sandwich:</p><ul><li>Lechuga</li><li>Zanahoria rallada</li><li>Aguacate triturado</li><li>Pepinillos rodajas</li></ul></blockquote></div>",2023-05-30T13:13:29,JORTRI,2023-05-30T13:13:29,JORTRI
443,131,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Sepia</li></ul><p>⇒ Perder liquido y dorar ⇒ Reservar</p></div>",2023-06-01T12:30:10,JORTRI,2023-06-01T12:30:10,JORTRI
444,131,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén paso 1</figcaption>
</figure></div><ul><li>Un poco más aceite</li><li>Cebolla troceada</li><li>Pimiento verde troceado (la cebolla puede empezar antes sola en la sartén)</li></ul><p>⇒ Dorar ⇒ +:</p><ul><li>Tomate rayado</li></ul><p>⇒ Reducir 20'</p></div>",2023-06-01T12:31:27,JORTRI,2023-06-01T12:32:10,JORTRI
389,114,2,"<div class=""ck-content""><p>Pelar las peras dejando el rabito ⇒ Sacar corazón por el culo:</p><pre><code class=""language-plaintext""> 	   |
 	   |
 	 /   \
	/  _  \
	| | |  |
	|_/  \_|</code></pre></div>",2023-05-29T11:34:34,JORTRI,2023-05-29T11:34:57,JORTRI
430,127,2,"<div class=""ck-content""><p>Pepino:</p><ol><li>Unas rodajas para decorar vaso</li><li>Resto: rayado gordo ⇒ Extractor de jugos → Reservar jugo</li></ol><blockquote><p>El rallado se tira</p></blockquote></div>",2023-06-01T11:44:46,JORTRI,2023-06-01T11:44:46,JORTRI
433,128,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Mantequilla caliente</li><li>Ajos picados pequeño</li></ul><p>⇒ Pochar (antes de que se doren) ⇒ +:</p><ul><li>Nata líquida</li><li>Sal / Pimienta</li></ul><p>⇒ Fuego suave 5' ⇒ +:</p><ul><li>Parmesano rallado</li></ul><p>⇒ Removiendo 5' ⇒ +:</p><ul><li>Pizca nuez moscada</li></ul><p>&nbsp;</p></div>",2023-06-01T11:55:27,JORTRI,2023-06-01T11:55:27,JORTRI
434,128,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Agua, aceite, sal hirviendo</li><li>Pasta</li></ul><p>⇒ Ebullición 10'</p></div>",2023-06-01T11:56:14,JORTRI,2023-06-01T11:56:14,JORTRI
435,128,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/plato_48.png"" alt=""Plato"" title=""Plato"">
 <figcaption>Plato</figcaption>
</figure></div><ul><li>Pasta paso 2</li><li>Salsa paso 1 por encima</li></ul><p>⇒ Mezclar</p></div>",2023-06-01T11:56:47,JORTRI,2023-06-01T11:56:47,JORTRI
436,129,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/mortero_48.png"" alt=""Mortero"" title=""Mortero"">
 <figcaption>Mortero</figcaption>
</figure></div><ul><li>Ajo</li><li>Pimienta (bolas)</li><li>Sal</li><li>Perejil</li></ul><p>⇒ Machacar</p></div>",2023-06-01T12:06:41,JORTRI,2023-06-01T12:06:41,JORTRI
437,129,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>Carne picada</li><li>Mezcla paso 1</li><li>Pan → previamente mojado en un chorro de leche y desmigado con tenedor</li><li>Jengibre (rallado)</li><li>Huevo</li></ul><p>⇒ Mezclar</p><blockquote><p>Si falta consistencia → añadir pan rallado</p></blockquote><p>⇒ Hacer las bolitas</p><pre><code class=""language-plaintext"">O O O O O O O O ...</code></pre></div>",2023-06-01T12:08:19,JORTRI,2023-06-01T12:08:19,JORTRI
438,129,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Puerro (rodajas)</li><li>Zanahoria (trozos pequeños)</li></ul><p>⇒ Pochar ⇒ +:</p><ul><li>Tomate sin piel cortado trozitos pequeños</li></ul><p>⇒ Pochar ⇒ +:</p><ul><li>Agua</li><li>Vino&nbsp;</li><li>Sal</li></ul><p>⇒ Hervir un rato:</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/batidora_48.png"" alt=""Batidora"" title=""Batidora"">
 <figcaption>Batidora directa en la sartén</figcaption>
</figure></div><p>⇒ Triturar</p></div>",2023-06-01T12:12:54,JORTRI,2023-06-01T12:12:54,JORTRI
440,129,5,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén del paso 3 +</figcaption>
</figure></div><ul><li>Albondigas fritas paso 4</li></ul><p>⇒ 15'</p></div>",2023-06-01T12:15:21,JORTRI,2023-06-01T12:15:35,JORTRI
441,130,1,"<div class=""ck-content""><p><strong><u>BECHAMEL</u></strong></p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Leche</li></ul><p>⇒ Hervir ⇒ Apartar</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Mantequilla derretida</li><li>Harina</li></ul><p>⇒ Tostar 2' sin parar de dar vueltas ⇒ Retirar fuego ⇒ +:</p><ul><li>Mezclar la lecha en sartén</li></ul><p>⇒ Fuego medio 5' sin parar de remover</p><ul><li>Parar cuando tenga la consistencia de bechamel</li></ul><p>⇒ Retirar ⇒ +:</p><ul><li>Sal / Pimienta</li><li>Nuez moscada</li></ul></div>",2023-06-01T12:21:59,JORTRI,2023-06-01T12:21:59,JORTRI
442,130,2,"<div class=""ck-content""><p>Calabacín:</p><ul><li>Cortar por la mitad vertical</li><li>Sacar pulpa con cuchara</li></ul><blockquote><p><mark class=""marker-yellow"">NOTA: no lo ponía en la receta, pero si se cuecen las cascaras un poco luego estarán más comestibles.</mark></p></blockquote><ul><li>Picar la pulpa</li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Pulpa calabacín → PICADA</li><li>Cebolla picada</li></ul><p>⇒ Sofreir ⇒ +:</p><ul><li>Atún</li><li>Algunas cucharadas de la bechamel</li></ul><p>⇒ Mezclar ⇒ Apartar</p><p>⇒ Rellenar conchas del calabacín con la mezcla</p><ul><li>Cubrir con el resto de bechamel</li><li>Queso rallado por encima&nbsp;</li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>⇒ Gratinar 250º - 5'</p></div>",2023-06-01T12:25:53,JORTRI,2023-06-01T12:25:53,JORTRI
461,141,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén media</figcaption>
</figure></div><ul><li>Aceite</li><li>Tocinos (Pellejo quitado y troceados)</li></ul><p>⇒ Sofreír ⇒ Reservar</p></div>",2023-06-03T16:16:21,JORTRI,2023-06-03T16:16:21,JORTRI
463,141,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Misma Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Ajos tiernos troceados</li></ul><p>⇒ Sofreír ⇒ Reservar</p></div>",2023-06-03T16:18:02,JORTRI,2023-06-03T16:18:02,JORTRI
473,143,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>100 gr harina</li><li>100 gr maicena</li></ul><p>⇒ Mezclar ⇒ +:</p><ul><li>Pollo marinado</li></ul><p>⇒ Mezclar</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Aceite freir</li><li>Pollo anterior</li></ul><p>⇒ Fritura baja 5' ⇒ Apartar y reposar 2' ⇒&nbsp;</p><p>⇒ Fritura fuerte ⇒ Hasta dorar ⇒ Apartar y quitar aceite ⇒&nbsp;</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén paso 2 +</figcaption>
</figure></div><ul><li>Pollo frito</li></ul><p>⇒ Mezclar pollo con salsa</p></div>",2023-06-03T16:48:43,JORTRI,2023-06-03T16:48:43,JORTRI
475,143,5,"<div class=""ck-content""><p><strong><u>SALSA AGRIDULCE</u></strong></p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/cazo_48.png"" alt=""Cazo"" title=""Cazo"">
 <figcaption>Cazo</figcaption>
</figure></div><ul><li>2 cucharas soja</li><li>Zumo ½ naranja</li><li>3 cucharas azucar</li><li>2 cucharas ketchup</li><li>4 cucharas vinagre</li><li>1 cucharilla salsa Worcestershire</li></ul><p>⇒ Fuego medio → Removiendo → hasta hervir ⇒ +:</p><ul><li>1 cucharilla maicena disuelta en 150 ml agua</li></ul><p>⇒ Remover y reducir hasta salsa</p></div>",2023-06-03T16:50:47,JORTRI,2023-06-03T16:51:54,JORTRI
476,143,6,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/plato_48.png"" alt=""Plato"" title=""Plato"">
 <figcaption>Plato</figcaption>
</figure></div><ul><li>Pollo frito</li><li>Arroz con salsa agridulce por encima</li></ul></div>",2023-06-03T16:52:24,JORTRI,2023-06-03T16:52:24,JORTRI
477,144,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>200 gr Galletas maria trituradas</li><li>100 gr mantequilla derretida</li></ul><p>⇒ Mezclar masa</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/molde_48.png"" alt=""Molde"" title=""Molde"">
 <figcaption>Molde 20 cm</figcaption>
</figure></div><ul><li>Papel horno en base</li><li>Masa galleta extendida</li></ul><p>⇒ Frigo 20'<img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/frigorifiico_48.png"" alt=""Frigorifico""></p><p>&nbsp;</p></div>",2023-06-03T16:59:19,JORTRI,2023-06-03T16:59:19,JORTRI
479,144,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/batidora_trituradora_48.png"" alt=""Batidora trituradora"" title=""Batidora trituradora"">
 <figcaption>Batidora trituradora</figcaption>
</figure></div><ul><li>Mango troceado</li><li>Yogurt</li><li>50 gr azúcar</li></ul><p>⇒ Mezclar</p><p>⇒ Ir añadiendo poco a poco a cazo con gelatina derretida</p></div>",2023-06-03T17:01:50,JORTRI,2023-06-03T17:01:50,JORTRI
480,144,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol metálico enfriado en congelador</figcaption>
</figure></div><ul><li>Nata para montar</li></ul><p>⇒ Batir (medio alta) &nbsp;3'<img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31//imagenes_cocina/batidora_48.png"" alt=""Batidora"">⇒ +:</p><ul><li>50 gr azucar</li></ul><p>⇒ Batir 2'&nbsp;</p><p>⇒ Textura semi-montada → cremosa y densa perno no montada del todo</p></div>",2023-06-03T17:03:42,JORTRI,2023-06-03T17:03:42,JORTRI
491,147,1,"<div class=""ck-content""><p><strong><u>PAN KNEDLIKY</u></strong></p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>Azucar</li><li>Leche</li><li>Levadura</li></ul><p>⇒ Batir <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/varillas_mano_48.png"" alt=""Varillas mano""> ⇒ Espumoso ⇒ Reservar</p></div>",2023-06-03T17:23:39,JORTRI,2023-06-03T17:23:39,JORTRI
495,147,5,"<div class=""ck-content""><p><strong><u>PAN KNEDLIKY</u></strong></p><p>Tras las 2 horas de reposar:</p><p>Dividir la masa en 3 trozos</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Agua, sal hirviendo</li><li>Trozos de pan</li></ul><p>⇒ Fuego medio tapada - 10'</p><p>⇒ Dar la vuelta a los panes ⇒ 10'</p><p>⇒ Sacar y pinchar con el tenedor (Salga vapor)</p><p>⇒ Cortar en rodajas de 2 cm grosor</p><p>⇒ Acompañamiento en el plato para mojar la salsa</p></div>",2023-06-03T17:31:19,JORTRI,2023-06-03T17:33:33,JORTRI
465,141,5,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/paellera_48.png"" alt=""Paellera"" title=""Paellera"">
 <figcaption>Paellera, perola grande (que sea alta)</figcaption>
</figure></div><ul><li>Cubrir aceite toda base (1 vaso)</li></ul><p>⇒ Calentar fuego fuerte (8) ⇒ +:</p><ul><li>Ñoras → limpias y a trozos</li><li>Ajos → Lavados y con piel con corte en el lateral (evita que salten)</li></ul><p>⇒ Sofreír ⇒ Reservar</p><p>En perola:</p><ul><li>Pan</li></ul><p>⇒ Mover sin parar 10'-20' (Mover con rustidera/cuchara madera cortando para evitar haga masa)</p><p>⇒ Escurrir bien agua (Exceso agua apelmaza)</p><p>⇒ Fuego (8) ⇒ +:</p><ul><li>Harina</li><li>Sal</li></ul><p>⇒ Seguir removiendo sin parar ⇒ Se va añadiendo harina y removiendo hasta tener las cagarrutas finales de las migas</p><p>⇒ Bajar fuego (2) ⇒ +:</p><ul><li>Todo lo sofrito reservado</li><li>¿Sal?</li></ul></div>",2023-06-03T16:26:37,JORTRI,2023-06-03T16:26:37,JORTRI
466,142,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Ajo picado</li><li>Cebolla picada</li></ul><p>⇒ Saltear (Apartar antes cambio color)</p></div>",2023-06-03T16:32:16,JORTRI,2023-06-03T16:32:16,JORTRI
468,142,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Salchichas → la masa interna extrayendola de los pellejos</li><li>Sal / Pimienta</li></ul><p>⇒ Freír ⇒ +:</p><ul><li>Pesto paso 2</li><li>4 cucharadas tomate frito</li></ul></div>",2023-06-03T16:34:46,JORTRI,2023-06-03T16:34:46,JORTRI
471,143,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>Pollo cortado a dados</li><li>1 cuchara soja</li><li>Pimienta blanca</li><li>1 huevo</li><li>Chorrito vino arroz</li></ul><p>⇒ Mezclar ⇒ Tapar ⇒ Marinar frigo (al menos 20')</p><p><img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v31/imagenes_cocina/frigorifiico_48.png"" alt=""Frigorifico""></p></div>",2023-06-03T16:41:27,JORTRI,2023-06-03T16:41:27,JORTRI
485,145,2,"<p>Echamos todos los ingredientes, incluyendo el agua de cocción en un vaso batidor (Se puede hacer en la olla).&nbsp;</p><p>Batimos bien hasta obtener un puré espeso.</p>",2023-06-03T17:14:00,JORTRI,2023-06-03T17:14:00,JORTRI
488,145,5,"<p>En el emplatado, echar un chorro de aceite y servir.</p>",2023-06-03T17:15:24,JORTRI,2023-06-03T17:15:24,JORTRI
